respid,WEIGHT,party,age_cat,educ,urbanicity,state,solar_general,solar_local,wind_local,solar_farm_nearby,main_concern
10219,1.1103,Republican,30-49,Some college,Urban,Oklahoma,Somewhat favor,99,Somewhat favor,Yes,Something else
10220,0.4363,Democrat,30-49,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10221,0.6227,Republican,30-49,College graduate or more,Suburban,Louisiana,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
10222,0.9025,Independent,50-64,High school or less,Suburban,Louisiana,Strongly favor,Strongly oppose,Somewhat oppose,No,Uses too much land
10223,0.8607,Republican,50-64,High school or less,Urban,Oklahoma,Somewhat oppose,Strongly oppose,Somewhat oppose,No,Uses too much land
10224,0.5936,Independent,65+,High school or less,Suburban,Texas,Somewhat oppose,Somewhat favor,99,No,No concerns
10225,0.48,Democrat,50-64,College graduate or more,Rural,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10226,2.1197,Independent,18-29,Some college,Rural,Texas,Somewhat favor,Somewhat oppose,Somewhat oppose,No,Uses too much land
10227,0.6535,Democrat,30-49,College graduate or more,Rural,Arkansas,Strongly favor,Strongly favor,Strongly favor,Yes,No concerns
10228,0.6323,Democrat,30-49,College graduate or more,Suburban,Louisiana,Somewhat favor,Strongly favor,Strongly favor,Yes,No concerns
10229,2.9142,Republican,18-29,High school or less,Rural,Oklahoma,Strongly favor,Somewhat favor,Somewhat oppose,No,No concerns
10230,0.7671,Democrat,65+,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10231,0.818,Independent,50-64,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
10232,0.6841,Democrat,50-64,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,Something else
10233,0.8307,Independent,50-64,Some college,Rural,Texas,Strongly favor,Strongly oppose,Somewhat favor,No,Uses too much land
10234,1.9614,Independent,18-29,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat favor,Strongly oppose,No,No concerns
10235,0.6488,Independent,50-64,College graduate or more,Rural,Oklahoma,Strongly favor,Somewhat favor,Strongly favor,Yes,Worried about property values
10236,0.7498,Democrat,65+,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10237,0.9067,Republican,30-49,College graduate or more,Suburban,Kansas,Strongly oppose,Somewhat favor,Strongly oppose,No,No concerns
10238,1.7478,Independent,30-49,High school or less,Suburban,Louisiana,Somewhat favor,Strongly oppose,Somewhat oppose,No,Worried about property values
10239,1.453,Democrat,30-49,High school or less,Suburban,Texas,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
10240,0.5565,Democrat,30-49,College graduate or more,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Changes how the area looks
10241,0.5619,Independent,65+,Some college,Suburban,Louisiana,Strongly favor,Strongly favor,Strongly favor,No,Something else
10242,1.4376,Democrat,18-29,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,No,Changes how the area looks
10243,1.4097,Democrat,30-49,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Strongly oppose,No,Changes how the area looks
10244,0.8929,Democrat,30-49,Some college,Urban,Louisiana,Somewhat oppose,Somewhat favor,Strongly oppose,No,No concerns
10245,1.4153,Democrat,18-29,Some college,Suburban,Louisiana,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10246,1.2594,Republican,50-64,High school or less,Urban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10247,0.9383,Republican,65+,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat oppose,Somewhat oppose,No,Doubts it is reliable
10248,2.2271,Republican,18-29,High school or less,Suburban,Louisiana,Somewhat favor,Somewhat favor,Somewhat oppose,No,No concerns
10249,0.7981,Republican,30-49,College graduate or more,Rural,Oklahoma,Strongly favor,Somewhat oppose,99,No,Something else
10250,0.9155,Republican,65+,High school or less,Suburban,Oklahoma,Somewhat favor,Strongly oppose,Somewhat oppose,No,Changes how the area looks
10251,1.8239,Republican,18-29,Some college,Rural,Arkansas,Strongly favor,Strongly favor,Strongly favor,Yes,No concerns
10252,1.2328,Democrat,18-29,Some college,Urban,Texas,Somewhat favor,Strongly favor,Strongly favor,No,Changes how the area looks
10253,1.0594,Democrat,30-49,High school or less,Suburban,Oklahoma,Strongly oppose,Somewhat favor,Strongly favor,No,Changes how the area looks
10254,2.5317,Independent,18-29,Some college,Rural,Oklahoma,Strongly favor,Somewhat oppose,Somewhat favor,No,Changes how the area looks
10255,2.4625,Democrat,18-29,High school or less,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
10256,1.6563,Republican,30-49,High school or less,Urban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
10257,2.8382,Independent,18-29,High school or less,Suburban,Louisiana,Somewhat oppose,Somewhat favor,Somewhat favor,No,No concerns
10258,0.7309,Democrat,30-49,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Uses too much land
10259,0.8587,Democrat,65+,High school or less,Rural,Oklahoma,Strongly favor,Somewhat oppose,Strongly oppose,No,Uses too much land
10260,0.6915,Independent,65+,Some college,Urban,Louisiana,Strongly favor,Somewhat favor,Somewhat favor,No,Something else
10261,0.9236,Independent,50-64,High school or less,Suburban,Texas,Somewhat favor,99,Strongly favor,No,No concerns
10262,1.0748,Independent,30-49,Some college,Urban,Arkansas,Strongly favor,Strongly favor,Somewhat favor,No,No concerns
10263,0.8767,Republican,65+,High school or less,Suburban,Kansas,Somewhat oppose,Strongly oppose,Somewhat oppose,No,Doubts it is reliable
10264,1.0239,Republican,30-49,Some college,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat oppose,Yes,No concerns
10265,1.3777,Republican,18-29,College graduate or more,Urban,Oklahoma,Strongly favor,Strongly favor,Somewhat favor,No,Worried about property values
10266,1.2285,Independent,18-29,College graduate or more,Urban,Missouri,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10267,0.7128,Republican,18-29,College graduate or more,Suburban,Texas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10268,1.3886,Independent,30-49,High school or less,Suburban,Oklahoma,Strongly favor,Somewhat favor,Somewhat oppose,No,No concerns
10269,1.7062,Democrat,30-49,High school or less,Rural,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,Something else
10270,0.6401,Independent,65+,Some college,Suburban,Missouri,Strongly favor,Strongly oppose,Strongly oppose,Yes,Uses too much land
10271,2.7347,Republican,18-29,High school or less,Urban,Texas,Strongly oppose,Strongly oppose,Somewhat oppose,No,Uses too much land
10272,1.1359,Republican,18-29,College graduate or more,Rural,Arkansas,Somewhat favor,Strongly oppose,Strongly favor,No,Something else
10273,0.3536,Democrat,65+,College graduate or more,Suburban,Missouri,Somewhat favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
10274,0.6473,Republican,30-49,College graduate or more,Suburban,Texas,Strongly favor,Strongly oppose,Strongly oppose,No,Uses too much land
10275,0.6689,Republican,65+,Some college,Urban,Louisiana,Strongly favor,Strongly oppose,99,Yes,Doubts it is reliable
10276,0.8919,Republican,50-64,Some college,Rural,Kansas,Strongly favor,Strongly oppose,Somewhat oppose,No,Changes how the area looks
10277,0.7685,Democrat,30-49,College graduate or more,Rural,Texas,Strongly favor,Somewhat favor,Somewhat favor,No,Uses too much land
10278,1.412,Republican,18-29,Some college,Urban,Louisiana,Strongly oppose,Somewhat favor,Somewhat favor,No,Changes how the area looks
10279,1.6953,Democrat,18-29,High school or less,Urban,Louisiana,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
10280,0.8818,Republican,30-49,Some college,Suburban,Louisiana,Somewhat oppose,Somewhat favor,Strongly favor,No,No concerns
10281,0.6478,Republican,50-64,Some college,Suburban,Arkansas,Strongly oppose,Strongly oppose,Strongly oppose,Yes,Uses too much land
10282,1.0283,Independent,30-49,Some college,Suburban,Kansas,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10283,0.3963,Democrat,65+,Some college,Urban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10284,0.7684,Independent,30-49,College graduate or more,Suburban,Louisiana,Somewhat favor,Somewhat favor,Strongly favor,Yes,No concerns
10285,2.6855,Republican,30-49,High school or less,Rural,Oklahoma,Somewhat favor,99,Somewhat oppose,No,No concerns
10286,0.8168,Independent,65+,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10287,0.5703,Democrat,18-29,College graduate or more,Urban,Oklahoma,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
10288,0.6782,Republican,65+,Some college,Urban,Kansas,Somewhat favor,Strongly favor,Strongly oppose,No,Something else
10289,0.4443,Republican,50-64,College graduate or more,Urban,Kansas,Strongly favor,Strongly favor,Somewhat favor,No,Uses too much land
10290,0.996,Independent,30-49,Some college,Urban,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
10291,0.7052,Democrat,50-64,Some college,Urban,Louisiana,Strongly favor,Somewhat favor,Strongly favor,Yes,Something else
10292,0.333,Democrat,65+,College graduate or more,Urban,Louisiana,Strongly favor,Somewhat favor,99,No,No concerns
10293,1.0783,Independent,30-49,Some college,Suburban,Arkansas,Somewhat favor,Somewhat favor,Strongly oppose,Yes,No concerns
10294,1.6,Republican,30-49,High school or less,Urban,Missouri,Somewhat oppose,Strongly oppose,Somewhat oppose,No,Doubts it is reliable
10295,0.9313,Democrat,18-29,Some college,Suburban,Missouri,Somewhat favor,Somewhat favor,Somewhat favor,No,Worried about property values
10296,0.8021,Independent,50-64,Some college,Suburban,Texas,Strongly favor,Somewhat favor,Somewhat favor,Yes,Something else
10297,1.2145,Independent,50-64,High school or less,Rural,Missouri,Strongly favor,Somewhat favor,Strongly favor,Yes,Worried about property values
10298,1.324,Democrat,18-29,Some college,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,No,Something else
10299,1.1297,Independent,50-64,High school or less,Suburban,Missouri,Somewhat favor,99,Somewhat favor,Yes,No concerns
10300,1.1538,Independent,30-49,High school or less,Suburban,Texas,Strongly favor,Somewhat oppose,Strongly oppose,No,Uses too much land
10301,0.4687,Republican,50-64,College graduate or more,Urban,Arkansas,Somewhat oppose,Somewhat favor,Somewhat favor,No,No concerns
10302,0.9352,Republican,50-64,High school or less,Suburban,Texas,Strongly favor,Somewhat oppose,Somewhat favor,No,Uses too much land
10303,0.431,Democrat,50-64,College graduate or more,Rural,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,No concerns
10304,1.0448,Democrat,18-29,College graduate or more,Rural,Missouri,Somewhat favor,Strongly oppose,Somewhat oppose,No,Uses too much land
10305,0.8201,Republican,65+,Some college,Urban,Texas,Strongly favor,Somewhat oppose,Somewhat oppose,No,Changes how the area looks
10306,0.5782,Republican,65+,Some college,Urban,Missouri,Strongly oppose,Somewhat favor,Somewhat oppose,No,Worried about property values
10307,0.4247,Independent,65+,College graduate or more,Rural,Kansas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,No concerns
10308,1.1015,Republican,50-64,High school or less,Urban,Texas,Strongly oppose,Somewhat favor,Somewhat oppose,No,Worried about property values
10309,1.6942,Republican,18-29,Some college,Rural,Louisiana,Somewhat favor,Strongly oppose,Strongly oppose,Yes,Changes how the area looks
10310,0.5076,Republican,50-64,College graduate or more,Urban,Missouri,Strongly favor,Strongly favor,Strongly oppose,Yes,Uses too much land
10311,1.074,Democrat,30-49,Some college,Suburban,Arkansas,Somewhat favor,Somewhat favor,Somewhat favor,No,No concerns
10312,1.2476,Democrat,30-49,High school or less,Rural,Texas,Somewhat favor,Strongly favor,Strongly favor,No,No concerns
10313,0.4281,Republican,65+,College graduate or more,Suburban,Texas,Strongly favor,Strongly oppose,Strongly oppose,No,Changes how the area looks
10314,1.2801,Democrat,30-49,High school or less,Rural,Texas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,Something else
10315,0.6968,Democrat,65+,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Somewhat favor,Yes,No concerns
10316,0.342,Republican,65+,College graduate or more,Suburban,Arkansas,Somewhat oppose,Somewhat favor,Somewhat oppose,Yes,Changes how the area looks
10317,0.7564,Republican,50-64,Some college,Suburban,Oklahoma,Strongly oppose,Strongly oppose,Somewhat favor,No,Doubts it is reliable
10318,0.5912,Democrat,30-49,College graduate or more,Urban,Arkansas,Strongly favor,Strongly favor,Strongly favor,Yes,Uses too much land
10319,0.7578,Democrat,30-49,Some college,Suburban,Louisiana,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10320,1.7327,Independent,18-29,High school or less,Suburban,Kansas,Strongly favor,Strongly oppose,Somewhat favor,No,Uses too much land
10321,1.2364,Republican,30-49,Some college,Suburban,Kansas,Somewhat oppose,Strongly favor,Strongly oppose,No,Worried about property values
10322,0.4621,Democrat,65+,College graduate or more,Rural,Louisiana,Strongly favor,Somewhat favor,Strongly favor,No,No concerns
10323,1.8404,Republican,18-29,Some college,Urban,Texas,Strongly oppose,Strongly favor,Strongly favor,No,Changes how the area looks
10324,2.4021,Republican,18-29,Some college,Rural,Texas,Strongly favor,Somewhat oppose,Strongly oppose,No,Worried about property values
10325,1.1209,Independent,30-49,Some college,Rural,Louisiana,Somewhat oppose,99,Somewhat oppose,Yes,No concerns
10326,0.8584,Republican,30-49,Some college,Suburban,Texas,Strongly favor,Strongly favor,Somewhat oppose,No,No concerns
10327,0.6327,Independent,50-64,College graduate or more,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
10328,1.3172,Republican,50-64,High school or less,Urban,Texas,Somewhat favor,Somewhat favor,Strongly favor,No,Something else
10329,1.7185,Democrat,18-29,High school or less,Suburban,Oklahoma,Somewhat favor,Somewhat favor,Strongly favor,No,Worried about property values
10330,0.9866,Republican,65+,High school or less,Suburban,Louisiana,Strongly favor,Strongly favor,Strongly oppose,No,No concerns
10331,1.3116,Democrat,30-49,High school or less,Suburban,Texas,Somewhat favor,Somewhat favor,Strongly oppose,No,No concerns
10332,0.5508,Democrat,65+,Some college,Suburban,Arkansas,Strongly favor,Somewhat favor,Somewhat favor,Yes,Changes how the area looks
10333,0.5957,Republican,50-64,Some college,Suburban,Louisiana,Strongly oppose,Somewhat favor,Somewhat oppose,No,No concerns
10334,1.1725,Republican,30-49,Some college,Rural,Oklahoma,Somewhat favor,Strongly oppose,Somewhat oppose,No,Changes how the area looks
10335,1.3429,Independent,30-49,High school or less,Suburban,Texas,Somewhat oppose,Somewhat oppose,Strongly oppose,Yes,Uses too much land
10336,0.3127,Democrat,65+,College graduate or more,Suburban,Oklahoma,Strongly favor,Somewhat favor,Somewhat favor,No,No concerns
10337,2.6914,Republican,18-29,High school or less,Rural,Louisiana,Somewhat oppose,99,Somewhat oppose,No,Changes how the area looks
10338,0.6292,Democrat,30-49,Some college,Suburban,Arkansas,Somewhat favor,Strongly oppose,Somewhat favor,No,Doubts it is reliable
10339,0.5959,Republican,50-64,College graduate or more,Urban,Kansas,Strongly favor,Somewhat favor,Somewhat favor,No,Changes how the area looks
10340,0.8911,Independent,50-64,High school or less,Urban,Louisiana,Strongly oppose,Somewhat favor,Somewhat favor,No,No concerns
10341,0.5587,Democrat,50-64,College graduate or more,Suburban,Texas,Somewhat favor,Strongly favor,Somewhat favor,No,No concerns
